"","Day","Q.01_LOSS","Q.05_LOSS","Q.1_LOSS","Q.25_LOSS","Q.5_LOSS","Q.75_LOSS","Q.95_LOSS","Q.98_LOSS","Q.99_LOSS"
"1","2020-09-01","0.000473509130589976","0.000819829137840905","0.000731866071682607","0.447986940653767","1.79844989211536","3.7463024737285","10.1001660057223","16.3203879852712","23.2306176533313"
"2","2020-09-02","0.000498401635566394","0.00162555499228712","0.00268057250823595","0.00450687083512765","0.00281149420641302","1.41522437138687","8.05414331812298","14.5852106459763","21.8464832265499"
"3","2020-09-03","0.000616579658320847","0.00228241122071648","0.0040303896672212","0.00798164294312189","0.0099311669820851","0.000289304378284125","6.47988880607651","12.8914641121188","20.0199244330352"
"4","2020-09-04","0.000619959073944419","0.00254202379012581","0.00467189259495187","0.00984774775412652","0.0137999803365464","0.0059038063143016","5.87565054657321","12.4298926438928","19.7179160175587"
"5","2020-09-05","0.0010114582669236","0.00452456576432403","0.00861299524515134","0.0193693792139783","0.0312354484064972","0.027675073013172","5.00072396262114","13.5294882004458","23.0130721816949"
"6","2020-09-06","0.0014229790293306","0.00264790186988542","0.00295476281197331","0.00106494824400297","1.68689518484997","4.03606965969008","10.6676714516146","16.934017152726","23.8505278694528"
"7","2020-09-07","0.00170521422327781","0.00379561200809757","0.00512986075945245","0.0062623510689049","0.00179924584079632","1.95472146777674","8.3303039652792","14.3115716534767","20.9043360963784"
"8","2020-09-08","0.00160588604527748","0.00345088334016436","0.0045145992542961","0.00489885548084704","0.143461587283328","2.42961694318061","8.77610549179234","14.7428556154953","21.3223995413895"
"9","2020-09-09","0.846480193391492","2.73652854064256","3.42760134898169","4.64014594959668","6.56872774256652","9.78370850916247","20.7433587017035","31.5519902124949","43.5732153480342"
"10","2020-09-10","0.00114147551250534","0.00264418363285573","0.00368306776999963","0.00487315375365968","0.00247559137446382","1.12143420804293","5.66870161343706","9.96269716474473","14.7017648470573"
"11","2020-09-11","0.00120940199490711","0.00245876601360657","0.00306264254110057","0.00276943800968034","0.448175143834102","2.0785243613749","6.47152259245287","10.5636833936469","15.0677516876563"
"12","2020-09-12","0.00102091413060046","0.00270146757133313","0.00412421468426986","0.00676433813137592","0.00726083475444307","0.0258591810840173","4.32349090149749","8.42365231690629","12.9579576952481"
"13","2020-09-13","0.00133827838148705","0.00299886595367361","0.00410750865622121","0.00537695046090387","0.00325618595868974","0.848668949799752","4.70682766485663","8.24854200245667","12.1352889551939"
"14","2020-09-14","0.000973352485530114","0.00247225258161338","0.00367662033830323","0.00570521140366391","0.00534855319859506","0.334319663773723","4.37837690072999","8.22547454570647","12.4777894900976"
"15","2020-09-15","0.000911110271636192","0.00283707253056505","0.00473042501799916","0.0090646667471098","0.0127507276868667","0.00874511602871869","3.08500221881638","7.18443832311397","11.7287875862966"
"16","2020-09-16","0.00123129522813586","0.00297563321795894","0.00429080844263942","0.00627460890130852","0.00518538373110781","0.579204648596448","5.06277956496583","9.28110766953952","13.9333434631783"
"17","2020-09-17","0.000983430335678996","0.00186352138895789","0.00212998843086126","0.00102816981330488","1.01469292564238","2.58691640597647","6.99767600605168","11.1578677460677","15.7480236135462"
"18","2020-09-18","0.00118060525347437","0.00230485593752154","0.00274910226452121","0.00196770611645424","0.774848530450556","2.41474672514661","6.8404268278545","10.9651419014795","15.505468673137"
"19","2020-09-19","0.00154889962307132","0.00345672079176484","0.00473215632306351","0.00625095177775754","0.00417707956478798","0.772026519796405","4.76458575011438","8.38590557245326","12.3501405816646"
"20","2020-09-20","0.00191312482832229","0.00530496625122761","0.00845101569848106","0.0156468832129554","0.0232618657556137","0.0235132587676281","0.555552620314459","3.84508493121827","7.4382249241999"
"21","2020-09-21","0.00131298539051294","0.00296356319557385","0.00407389688613304","0.00534219082818093","0.00310141777953845","0.938024335080518","5.04635387951735","8.84874731286371","13.0285236406244"
"22","2020-09-22","0.001103971758655","0.00261124204248777","0.00369820305156528","0.00512980317439149","0.00335609623231518","0.865156734651787","5.18296218541621","9.25993870585762","13.7594383078592"
"23","2020-09-23","0.00133694555335458","0.0030372442205982","0.00418905607542082","0.0055053814486247","0.0030933739732632","1.04357722645776","5.50837187636118","9.66551156644705","14.2408039346978"
"24","2020-09-24","0.00118163580847024","0.00253462545779229","0.00330976060100223","0.00356385549716057","0.126952330168485","1.81683843761404","6.51271448397843","10.9290173051442","15.7990649239358"
"25","2020-09-25","0.00153992731978726","0.00306473512935579","0.0037701631546857","0.00338369115350757","0.452036272434908","2.19588212330847","6.56023348098484","10.525978072006","14.8687340931442"
"26","2020-09-26","0.00221354158878433","0.00535622358737648","0.00785292585146483","0.0125436660263532","0.0153135308094054","0.0103983137992598","2.24974779995978","5.36833390997964","8.74413884093071"
"27","2020-09-27","0.00219220680130745","0.00532002354094734","0.0078061122087817","0.0124407447147126","0.0149430445290648","0.00922017809252326","2.73298350876812","6.18637406979935","9.93714048825999"
"28","2020-09-28","0.000931096704317346","0.00213646942781649","0.00291645400917646","0.00345137399454726","0.0296608348948461","1.74105131390409","6.86763486649854","11.7912689070781","17.2428279054814"
"29","2020-09-29","0.00105159618035134","0.00273708625601571","0.00411945401003902","0.00647743170761375","0.00598244758383967","0.494708235905435","5.51774317244216","10.335425228033","15.668458798057"
"30","2020-09-30","0.00117645496181587","0.00339310543392505","0.00543794508973715","0.00974043541013196","0.0122735647418003","0.00497664489655252","4.72318155121429","9.90046715146092","15.634873454559"
"31","2020-10-01","0.00176110564356762","0.00295899082161283","0.00294891762618717","0.0786152668190262","2.30829003524199","4.4342304970425","9.68495418331833","14.4339975781895","19.6292680800825"
"32","2020-10-02","0.00127901746391799","0.00217073990109573","0.00216445475129898","0.11686397220894","1.90454463682322","3.75400978820116","8.68291948647161","13.2582941484007","18.2904730093417"
"33","2020-10-03","0.00129069239880936","0.00221584645947964","0.00225693839657365","0.00489105115228088","1.74776470879568","3.51338032061795","8.1324746242032","12.3941973081677","17.0756053753567"
"34","2020-10-04","0.00127558353253964","0.00348094549263153","0.00544625865483426","0.00953546584279375","0.0122681000351045","0.00707327300615638","3.27408382056097","7.24078063392393","11.6169067824938"
"35","2020-10-05","0.000866674895577879","0.00229157434790996","0.00347912655889599","0.0055509526322303","0.00524894041372233","0.394930298364061","4.73073641788448","8.90040691534269","13.518393940861"
"36","2020-10-06","0.00120639033769736","0.00370722106861561","0.0061734237761523","0.0119726802557923","0.0177632727645703","0.0155972512750502","2.25148889615273","6.37278084617123","10.9315151096074"
"37","2020-10-07","0.00275014598730573","0.00654373478253381","0.009514093880016","0.0151093143147465","0.0189753714630972","0.0156753219756116","1.02243651393392","3.48393847552529","6.10279622814584"
"38","2020-10-08","0.00203616071608694","0.00295455432763861","0.00231832669331342","1.183143164338","3.47534374506084","5.2635363147635","8.71946810416341","11.5478892423399","14.5759223580765"
"39","2020-10-09","0.00179116349811587","0.00370050688517901","0.00474683369760286","0.00517183469970775","0.000684145513412222","1.63392310618389","5.82864944401782","9.56516264010319","13.639832302572"
"40","2020-10-10","0.0014588502727207","0.00227226738123997","0.00202461568254997","0.484183681160619","2.22582482211958","3.74240254246773","7.13517349048283","10.0909498750228","13.2987955394222"
"41","2020-10-11","0.00145160401409317","0.00282007085667698","0.00339708118804675","0.00282617702073365","0.508011770553886","2.01827810776235","5.6210896905081","8.83830494920037","12.348520178324"
"42","2020-10-12","0.00131842082626832","0.00404553153065566","0.00674287686353493","0.0131510981236242","0.0198617551411925","0.0185908365057048","1.83809984471437","5.92206810245449","10.4352192294543"
