"","Day","GAMLSS_LINEAR","NAIVE","True"
"1","2020-09-01","27.6304272543908","32.7849135761589","27.5369451294498"
"2","2020-09-02","25.2681307759809","32.8339245860927","27.7861461488673"
"3","2020-09-03","25.3774056317613","30.4818136423841","29.2912071521036"
"4","2020-09-04","27.7495084038453","30.7243219205298","32.5135557119741"
"5","2020-09-05","30.41664001999","28.2759631788079","39.2889425566343"
"6","2020-09-06","39.7518588678086","30.0068229867987","38.8527403074434"
"7","2020-09-07","39.0546853082024","28.4156460891089","40.0054520064725"
"8","2020-09-08","39.1822450969698","27.3643203465347","39.6786541100324"
"9","2020-09-09","35.2707385678234","29.0850981188119","31.9721689644013"
"10","2020-09-10","29.0886995043136","27.6176570957096","30.1284525080906"
"11","2020-09-11","29.0176994669928","28.7717916336634","28.8428602265372"
"12","2020-09-12","26.8729923418795","29.1578451650165","29.0295696601942"
"13","2020-09-13","26.6726930691191","28.3232877392739","27.3458314724919"
"14","2020-09-14","26.0735469981183","26.5675678547855","27.7555164724919"
"15","2020-09-15","25.840422483894","29.0460276567657","29.3217914563107"
"16","2020-09-16","28.5871326755381","28.888676650165","30.0972530420712"
"17","2020-09-17","29.1241068424402","27.4552965511551","28.6012196763754"
"18","2020-09-18","28.5028660754155","27.8057733828383","28.0087846548957"
"19","2020-09-19","27.2023712175209","28.6084594554455","27.8708833707865"
"20","2020-09-20","26.7906019946955","29.1076069471947","31.1562622792937"
"21","2020-09-21","28.6668974156144","29.5373354620462","29.4447687479936"
"22","2020-09-22","27.1862631275667","31.5069355445545","28.3744817335474"
"23","2020-09-23","27.1108479945923","32.7505511221122","28.0085306260032"
"24","2020-09-24","27.4049853053036","32.2145727062706","27.7570507383628"
"25","2020-09-25","27.4095093435614","29.2629947524752","26.7949849919743"
"26","2020-09-26","28.0423232682686","31.4068689438944","30.2284190690209"
"27","2020-09-27","29.0756138516219","31.4203489273927","31.3382289566613"
"28","2020-09-28","29.3299316754138","31.8452137293729","30.2711728892456"
"29","2020-09-29","29.539872898977","32.5163663366337","31.6675393258427"
"30","2020-09-30","30.1080279571494","31.3044041089109","33.6364524558588"
"31","2020-10-01","33.9977201978887","29.8969022937294","31.3769321829856"
"32","2020-10-02","31.9583962045433","31.7837273927393","30.2744653130016"
"33","2020-10-03","29.9449856628325","33.3652453465347","28.2910627447833"
"34","2020-10-04","26.6720670852242","31.1516538118812","29.6043619903692"
"35","2020-10-05","27.6224591912561","28.95455330033","29.5248829695024"
"36","2020-10-06","27.9229570879024","30.3707811716172","32.2147123916533"
"37","2020-10-07","33.2895891640814","31.9779148844884","35.4646869502408"
"38","2020-10-08","35.353699725954","32.8813628382838","30.3555466934189"
"39","2020-10-09","29.3377882361189","29.8861640429043","28.9971793097913"
"40","2020-10-10","28.5462102581467","30.632692029703","25.6186750401284"
"41","2020-10-11","25.6312202754059","30.0912511221122","24.7414654253612"
"42","2020-10-12","25.0556780822232","33.327321650165","29.6760390048154"
"43","2020-10-13","28.1132470143756","32.4129361221122","34.127350882825"
"44","2020-10-14","35.4575942444476","31.1486762376238","35.5860172712681"
"45","2020-10-15","35.953051686156","31.9628838613861","35.3841577688603"
"46","2020-10-16","35.5371416668099","31.3900760231023","35.1091158266453"
"47","2020-10-17","35.8607701683835","35.8263928547855","38.6021492295345"
"48","2020-10-18","36.9704906089888","40.611362029703","33.806256035313"
"49","2020-10-19","34.3042771536543","35.9945348844884","33.2798350401284"
"50","2020-10-20","34.2668632203452","37.1709776072607","35.1743060995185"
"51","2020-10-21","35.1284777548586","39.1635231188119","39.0595699678973"
"52","2020-10-22","38.0938798622909","38.1543397689769","37.6128842375602"
"53","2020-10-23","38.5734320958528","38.4321554620462","39.5671122150883"
"54","2020-10-24","39.1732569280214","38.9061789933993","36.0294494060995"
"55","2020-10-25","36.2541374099319","36.7160523762376","36.1124090048154"
"56","2020-10-26","34.8534340551806","35.8897716171617","36.2816907211539"
"57","2020-10-27","36.5065148467382","36.6816026072607","39.1367574358974"
"58","2020-10-28","40.4886444789142","35.2223867491749","38.7917984455128"
"59","2020-10-29","40.4605317813003","36.0467195379538","35.5973290865385"
"60","2020-10-30","37.289786759924","39.109631369637","34.9209023076923"
"61","2020-10-31","36.3508708498447","34.0854617821782","33.8352638141026"
"62","2020-11-01","35.2516578124647","35.9349385478548","37.5335241346154"
"63","2020-11-02","38.7961963241663","33.5895129207921","36.8311312179487"
"64","2020-11-03","36.764209360608","31.8379305115512","41.4031454647436"
"65","2020-11-04","41.275732609069","32.9035285148515","42.5689236057692"
"66","2020-11-05","42.9394484042723","35.7887061881188","41.7554986698718"
"67","2020-11-06","40.7336782856605","33.186731980198","36.8390324198718"
"68","2020-11-07","38.017689489245","33.6109505445545","36.2436332692308"
"69","2020-11-08","35.7318473621953","42.5851020462046","31.2969112179487"
"70","2020-11-09","33.0327015207363","42.1954605940594","33.4033916346154"
"71","2020-11-10","35.3208213585184","44.586467029703","39.8959774038462"
"72","2020-11-11","38.7983678267959","39.7952031848185","36.1764745352564"
"73","2020-11-12","36.9433132444661","39.0070722607261","36.4749005288462"
"74","2020-11-13","36.5026780444368","42.7734549339934","33.8056119391026"
"75","2020-11-14","34.2941237780042","36.2015717986799","34.074874198718"
"76","2020-11-15","34.0403733081596","38.1513461386139","34.5629486698718"
"77","2020-11-16","35.2799455598063","38.1626781353135","32.4200493108974"
"78","2020-11-17","33.8348045699101","38.9191430033003","32.7944051282051"
"79","2020-11-18","33.7634650864617","42.0214488778878","31.3637034775641"
"80","2020-11-19","32.9612946864299","38.9579626567657","30.0879664423077"
"81","2020-11-20","31.8920147096112","33.4914533168317","32.379252051282"
"82","2020-11-21","33.6772787885489","33.2760211386139","32.613946875"
"83","2020-11-22","33.5345771233418","37.0436015181518","34.7449892788462"
"84","2020-11-23","34.2921647501163","34.898704669967","32.4476560897436"
"85","2020-11-24","33.17295540927","31.3854827887789","35.1662321153846"
"86","2020-11-25","34.1711622816947","31.4989587953795","32.9968814102564"
"87","2020-11-26","32.1200587059086","34.93112169967","30.8134895192308"
"88","2020-11-27","32.0855088381872","37.9559244389439","32.6725008653846"
"89","2020-11-28","33.3377862141654","36.7083068646865","32.8251353044872"
"90","2020-11-29","33.9790054046055","33.0443100330033","33.3849157211538"
"91","2020-11-30","33.668444216132","33.9882055445545","33.7214995833333"
"92","2020-12-01","34.2495682688287","32.1442076732673","34.337779150641"
"93","2020-12-02","36.3504200572913","31.8471897029703","34.6211659615385"
"94","2020-12-03","36.7372899255533","37.8150312046205","36.4634475641026"
"95","2020-12-04","38.1101222907535","38.8332729042904","37.0370235576923"
"96","2020-12-05","38.6310018408328","42.0078597854785","35.0568092147436"
"97","2020-12-06","35.9148650504156","39.5537091584158","35.4512561378205"
"98","2020-12-07","34.2476338990263","37.8861594554455","32.8568054647436"
"99","2020-12-08","34.9608808499774","37.2421117986799","38.3463282211538"
"100","2020-12-09","38.064427442798","34.484080990099","32.2226962579618"
"101","2020-12-10","33.813542110437","35.3912511716172","34.3579703343949"
"102","2020-12-11","35.625829663305","36.6022754125413","32.2087059394905"
"103","2020-12-12","34.1232722809194","34.2067582673267","33.2760981369427"
"104","2020-12-13","34.950945883576","36.9675857425743","37.6724028821656"
"105","2020-12-14","37.9866891559371","37.8827217821782","33.144043678344"
"106","2020-12-15","35.562670478277","37.3736304125413","40.7074501910828"
"107","2020-12-16","41.1025145268732","37.075245660066","39.34476"
"108","2020-12-17","39.3472861947697","38.10909669967","37.759915589172"
"109","2020-12-18","38.4426706941383","35.1028627227723","34.571911656051"
"110","2020-12-19","36.3321020245403","31.2830876237624","33.2799208757962"
"111","2020-12-20","34.8807286205391","29.9413006930693","33.4297490127389"
"112","2020-12-21","34.7857155882517","30.4288224092409","32.8238475159236"
"113","2020-12-22","34.1282477211277","31.8317771782178","33.5413542675159"
"114","2020-12-23","34.8264706183633","30.8992755115512","32.7530006687898"
"115","2020-12-24","34.9844165294517","30.449662359736","32.8870880254777"
"116","2020-12-25","35.2919942398169","31.8651871617162","34.3222783121019"
"117","2020-12-26","35.827340138107","30.701690049505","33.087066656051"
"118","2020-12-27","35.7551141123056","32.3279992409241","34.4273907643312"
"119","2020-12-28","35.8887039485655","36.4483465346535","33.8950775955414"
"120","2020-12-29","35.4327080989383","32.2286049669967","35.0926840764331"
"121","2020-12-30","36.5207524823708","35.4098238613861","34.2988438057325"
"122","2020-12-31","35.2793716612672","30.6628758745875","32.1043953503185"
"123","2021-01-01","34.7403932439743","30.4376329372937","34.2798835191083"
"124","2021-01-02","35.3856739583701","33.9116373762376","32.8250979617834"
"125","2021-01-03","34.1904783956603","31.5432503630363","31.6742015605096"
"126","2021-01-04","33.3542682295682","28.831076694079","31.5924794267516"
"127","2021-01-05","33.1565427298028","29.189881069079","28.4885187420382"
"128","2021-01-06","30.7730206397428","29.9308767598684","30.8423331847134"
"129","2021-01-07","31.9055610774566","28.9934929111842","30.8353806847134"
"130","2021-01-08","31.8888824385328","27.7839977302632","31.5599308121019"
"131","2021-01-09","32.5756350482691","24.6013506578947","31.608660477707"
"132","2021-01-10","32.3113090228568","27.6046333717105","32.3233162420382"
